11	406	1.00
12	414.7	1.80
13	438.4	0.80
14	436.2	1.80
15	457.9	1.20
16	459.7	0.20
17	480.4	0.60
18	488.2	1.20
19	493.9	1.00
20	516.6	0.40
21	527.4	0.60
22	540.1	1.60
23	531.9	1.40
24	556.6	0.40
25	555.6	1.60
26	569.7	1.00
27	581.8	1.00
28	598.9	1.60
29	608.9	1.00
30	623	0.20
31	633.1	0.20
32	648.2	1.20
33	660.3	1.00
34	677.3	2.00
35	692.4	0.20
36	693.5	0.80
37	717.6	1.20
38	724.9	0.40
39	734.9	2.00
40	729	1.40
41	735.1	2.00
42	754.2	1.40
43	764.3	0.20
44	760.4	0.80
45	768.4	0.40
46	786.5	1.40
47	799.6	0.20
48	807.7	1.40
49	799.8	1.00
50	821.8	0.80
51	832.9	1.20
52	832	1.60
53	832.1	1.80
54	844.2	0.80
55	862.3	0.80
56	855.3	0.80
57	871.4	1.40
58	882.5	1.80
59	899.6	1.60
60	891.7	1.80
61	897.8	1.80
62	916.8	0.40
63	913.9	1.80
64	940	2.00
65	933.1	1.60
66	946.6	1.80
67	957.8	0.20
68	963.9	1.40
69	963.1	0.80
70	974.2	1.40
71	984.4	1.80
72	989.5	0.80
73	981.6	1.60
74	994.8	0.40
75	1005.9	1.20
76	1000.1	1.40
77	1017.2	1.60
78	1017.4	0.80
79	1026.5	0.60
80	1025.7	2.00
81	1027.8	1.40
82	1039	0.20
83	1058.1	1.40
84	1054.3	0.40
85	1056.4	1.60
86	1073.6	1.80
87	1079.7	0.80
88	1069.9	0.40
89	1094	1.60
90	1098.2	0.80
91	1094.3	0.60
92	1108.4	0.60
93	1106.6	0.20
94	1125.7	1.20
95	1117.9	1.00
96	1122	1.60
97	1140.2	1.00
98	1141.2	0.80
99	1149.5	0.20
100	1161.9	0.60
101	1153.3	1.20
102	1153.7	1.00
103	1174	2.00
104	1170.4	0.20
105	1180.8	1.00
106	1177.1	1.20
107	1180.5	0.40
108	1187.9	1.20
109	1207.3	1.80
110	1201.6	0.40
111	1209	0.40
112	1219.4	0.20
113	1228.7	1.40
114	1233.1	0.20
115	1229.5	0.60
116	1230.9	2.00
117	1246.2	1.60
118	1238.6	0.60
119	1249	1.40
120	1262.3	0.40
121	1266.7	1.40
122	1266.1	1.80
123	1285.5	1.80
124	1272.8	0.80
125	1291.2	1.00
126	1284.2	1.40
127	1293.7	1.60
128	1305.2	1.00
129	1298.7	0.80
130	1296.2	0.60
